id_props,building_status,building_tax_expenses,id_deals,city,class,county,sale_status,portfolio,market,num_buildings,num_floors,num_parking_spaces,occupancy_rate,price_per_sq_ft,price_per_unit,property_type_1,region__c,sale_amount__c,sale_date__c,size_acres,size_sf,size_units,year_built
a0I2A00000XQGW8UAP,,,a0I2A00000XQGW8UAP,City-0960,Class A,County-0403,N,FALSE,Market-0109,1,4,,95,2424.83,2444827.59,Multi-Housing,Midwest,354500000,12/9/2016,,146196,145,2014
a0I2A00000XQGW9UAP,,,a0I2A00000XQGW9UAP,City-1617,Class B,County-0159,N,TRUE,Market-0206,,,,93,,,Multi-Housing,West,,,,,318,
a0I2A00000XQGWAUA5,Existing,2011 Tax @ $0.77/sf,a0I2A00000XQGWAUA5,City-1808,,County-0053,N,FALSE,Market-0204,1,2,,98,,,Retail,Southwest,,,8.04,56812,,2014
a0I2A00000XQGWBUA5,,,a0I2A00000XQGWBUA5,City-2114,Class A,County-0184,N,FALSE,Market-0177,5,,,33,,,Industrial,Mid-Atlantic,,,,190729,,1995
a0I2A00000XQGWCUA5,,,a0I2A00000XQGWCUA5,City-1986,,County-0564,N,TRUE,Market-0228,,2,,,235.35,,Retail,West,36500000,3/8/2017,64.9,155091,,1995
a0I2A00000XQGWDUA5,,,a0I2A00000XQGWDUA5,City-1986,,County-0564,N,TRUE,Market-0228,,1,,85,57.76,,Retail,West,45000000,3/8/2017,,779065,,1979
a0I2A00000XQGWEUA5,,,a0I2A00000XQGWEUA5,City-1860,,County-0400,N,FALSE,Market-0178,,,,82,,,Retail,Southwest,,,142,1319971,,1989
a0I2A00000XQGWIUA5,Existing,,a0I2A00000XQGWIUA5,City-1844,Class C,County-0597,N,TRUE,Market-0206,1,2,,100,495.34,,Medical Office Building,West,16864896,6/18/2015,2.46,34047,,1955
a0I2A00000XQGWNUA5,,,a0I2A00000XQGWNUA5,City-1844,,County-0597,N,TRUE,Market-0206,1,,,,3601.69,,Medical Office Building,West,5100000,11/10/2015,,1416,,
a0I2A00000XQGWOUA5,,,a0I2A00000XQGWOUA5,City-0699,,County-0272,N,FALSE,Market-0013,5,1,,84,137.98,517187.5,Retail,Southeast,16550000,9/4/2015,20.68,119943,32,2008
a0I2A00000XQGWPUA5,Existing,2015 Tax @ $297.34/Unit,a0I2A00000XQGWPUA5,City-1195,Class B,County-0385,Y,FALSE,Market-0140,1,4,8,93,441.67,318137.93,Multi-Housing,West,6950000,9/15/2015,0.21,20889,29,1928
a0I2A00000XQGWQUA5,Existing,2015 Tax @ $420.32/Unit,a0I2A00000XQGWQUA5,City-0920,Class B,County-0481,N,TRUE,Market-0232,9,3,400,95,59.45,54885.06,Multi-Housing,Southeast,10977012,1/28/2016,28.18,184632,200,2001
a0I2A00000XQGWRUA5,Existing,2016 Tax @ $917.81/Unit,a0I2A00000XQGWRUA5,City-2231,Class B,County-0478,N,TRUE,Market-0248,8,3,580,98,85.31,80912.34,Multi-Housing,Southeast,19418962,1/28/2016,14.59,227634,240,1999
a0I2A00000XQGWSUA5,Existing,2016 Tax @ $1006.51/Unit,a0I2A00000XQGWSUA5,City-1514,Class B,County-0495,N,TRUE,Market-0232,10,3,400,98,67.64,67752.04,Multi-Housing,Southeast,18293052,1/20/2016,27,270444,270,2001
a0I2A00000XQGWTUA5,Existing,2016 Combined Tax/Ops @ $0.20/sf,a0I2A00000XQGWTUA5,City-0090,Class A,County-0636,N,TRUE,Market-0016,3,1,280,100,182.63,,Industrial,Southwest,37000000,2/1/2008,31.15,202598,,2002
a0I2A00000XQGWUUA5,Existing,,a0I2A00000XQGWUUA5,City-1274,Class B,County-0589,N,FALSE,Market-0149,,5,238,75,105.29,,Medical Office Building,Southeast,5500000,10/7/2009,2.54,52239,,1986
a0I2A00000XQGWVUA5,Existing,"2016 Tax @ $2.44/sf, 2012 Est Tax @ $2.09/sf",a0I2A00000XQGWVUA5,City-0573,Class A,County-0201,N,TRUE,Market-0188,1,5,366,63,206.26,132530.12,Hotel-Lodging,Mid-Atlantic,33000000,5/28/2015,12.465,159995,249,1988
a0I2A00000XQGWWUA5,,,a0I2A00000XQGWWUA5,City-1815,,County-0563,N,FALSE,Market-0206,1,4,,100,656.7,,Office,West,17300000,12/31/2014,0,26344,0,1907
a0I2A00000XQGWXUA5,,,a0I2A00000XQGWXUA5,City-1789,Class B,County-0550,N,TRUE,Market-0112,13,3,,98,68.86,67323.43,Multi-Housing,Southeast,13464685,12/4/2015,27.74,195536,200,2003
a0I2A00000XQGWYUA5,Existing,2016 Tax @ $1065.65/Unit,a0I2A00000XQGWYUA5,City-1090,Class B,County-0478,N,TRUE,Market-0248,19,3,720,99,82.44,81298.77,Multi-Housing,Southeast,24389631,12/4/2015,27.94,295836,300,1996
a0I2A00000XQGWZUA5,Existing,2016 Tax @ $656.54/Unit; 2007 Ops @ $4444.71/Unit,a0I2A00000XQGWZUA5,City-0223,Class B,County-0301,N,TRUE,Market-0232,17,3,500,100,67.51,62471.4,Multi-Housing,Southeast,23489247,4/14/2016,24.95,347936,376,2001
a0I2A00000XQGWaUAP,,,a0I2A00000XQGWaUAP,City-1789,Class B,County-0550,N,TRUE,Market-0112,7,3,,100,57.95,56730.02,Multi-Housing,Southeast,5105702,2/5/2016,17.99,88098,90,1997
a0I2A00000XQGWbUAP,Existing,2016 Tax @ $811.46/Unit; 2012 Ops @ $3694.01/Unit,a0I2A00000XQGWbUAP,City-2086,Class B,County-0667,N,TRUE,Market-0183,25,2,256,92,265.06,203428.57,Multi-Housing,West,28000000,7/16/2015,17.09,161172,210,1979
a0I2A00000XQGWcUAP,,,a0I2A00000XQGWcUAP,City-0488,,County-0172,N,TRUE,Market-0059,1,1,,100,,,Retail,Southwest,,,,2500,,
a0I2A00000XQGWdUAP,Existing,2010 Tax @ $1.12/sf,a0I2A00000XQGWdUAP,City-0488,,County-0172,N,TRUE,Market-0059,1,1,,45,,,Retail,Southwest,,11/7/2012,0.115,5609,,1924
a0I2A00000XQGWeUAP,Existing,2009 Tax @ $1.26/sf,a0I2A00000XQGWeUAP,City-0488,,County-0172,N,TRUE,Market-0059,1,1,,100,,,Retail,Southwest,,3/15/2013,0.1795,2610,,1940
a0I2A00000XQGWfUAP,,,a0I2A00000XQGWfUAP,City-1844,,County-0597,N,TRUE,Market-0206,1,,,,1322.27,,Medical Office Building,West,5100000,11/10/2015,,3857,,
a0I2A00000XQGWgUAP,,,a0I2A00000XQGWgUAP,City-1844,,County-0597,N,TRUE,Market-0206,1,,,,4166.67,,Medical Office Building,West,5100000,11/10/2015,,1224,,
a0I2A00000XQGWhUAP,Existing,2016 Tax @ $5000.00/Unit; 2016 Ops @ $2654.10/Unit,a0I2A00000XQGWhUAP,City-1195,Class B,County-0385,N,TRUE,Market-0140,1,2,10,96,,,Multi-Housing,West,,11/27/2012,7500,7805,10,1961
a0I2A00000XQGWmUAP,,,a0I2A00000XQGWmUAP,City-0430,Class B,County-0234,N,TRUE,Market-0054,1,1,138,100,27.79,,Industrial,Midwest,6675000,4/1/2015,12.6646,240206,,1989
a0I2A00000XQGWnUAP,Existing,"2016 Tax @ $74.70/Unit, 2013 Est Tax @ $547.98/Unit",a0I2A00000XQGWnUAP,City-0488,Class B,County-0172,N,FALSE,Market-0059,22,2,399,98,67.13,70740,Multi-Housing,Southwest,17685000,7/27/2015,12.469,263456,250,1969
a0I2A00000XQGWoUAP,Under Construction,,a0I2A00000XQGWoUAP,City-1227,Class A,County-0624,N,FALSE,Market-0059,14,3,,90,,,Multi-Housing,Southwest,,,5.632,159245,154,2014
a0I2A00000XQGWpUAP,Existing,2008 Tax @ $24.11/Unit,a0I2A00000XQGWpUAP,City-0936,Class A,County-0284,N,FALSE,Market-0106,14,3,460,95,115.35,102884.62,Multi-Housing,Southwest,32100000,12/23/2016,15,278292,312,2010
a0I2A00000XQGWqUAP,,,a0I2A00000XQGWqUAP,City-0196,,County-0039,N,TRUE,Market-0212,1,4,,66,137.21,72580.65,Hotel-Lodging,Southeast,9000000,4/27/2017,3.33,65592,124,2010
a0I2A00000XQGWrUAP,,,a0I2A00000XQGWrUAP,City-0164,Class B,County-0046,N,FALSE,Market-0080,1,2,,100,323.24,,Office,Southeast,6000000,3/25/2015,1.039990811,18562,,2011
a0I2A00000XQGWwUAP,Under Construction,2014 Tax @ $14.21/Unit,a0I2A00000XQGWwUAP,City-1604,Class A,County-0490,Y,FALSE,Market-0177,1,18,,40,354.89,378787.88,Multi-Housing,Mid-Atlantic,,,0.68,176113,165,2015
a0I2A00000XQGWxUAP,Existing,"2012 Tax @ $1.06/sf, 1997 Est Tax @ $0.34/sf",a0I2A00000XQGWxUAP,City-2023,Class B,County-0385,N,FALSE,Market-0140,,1,20,94,,,Industrial,West,,,1.4,177166,,1977
a0I2A00000XQGX1UAP,,,a0I2A00000XQGX1UAP,City-1617,Class B,County-0159,N,TRUE,Market-0206,,,,96,,,Multi-Housing,West,,,,,204,
a0I2A00000XQGX2UAP,,,a0I2A00000XQGX2UAP,City-1617,Class B,County-0159,N,TRUE,Market-0206,,,,96,,,Multi-Housing,West,,,,,264,
a0I2A00000XQGX3UAP,Existing,2016 Combined Tax/Ops @ $11.19/sf; 2012 Est Ops @ $7.01/sf,a0I2A00000XQGX3UAP,City-0638,Class A,County-0197,N,FALSE,Market-0065,1,4,785,95,208.62,,Office,West,39000000,3/27/2015,9.74,186945,,2001
a0I2A00000XQGX4UAP,Existing,2016 Combined Tax/Ops @ $17.65/sf; 2014 Est Ops @ $10.11/sf,a0I2A00000XQGX4UAP,City-0090,Class A,County-0636,N,FALSE,Market-0016,1,1,1464,90,398.36,,Office,Southwest,130000000,6/22/2016,1.75,326335,,1986
a0I2A00000XQGX5UAP,,,a0I2A00000XQGX5UAP,City-0698,,County-0185,N,FALSE,Market-0059,1,2,,96,353.82,282608.7,Seniors Housing,Southwest,26000000,12/22/2016,4.94,73483,92,2015
a0I2A00000XQGX6UAP,,,a0I2A00000XQGX6UAP,City-1315,Class A,County-0293,N,FALSE,Market-0153,1,7,,93,89.08,,Office,Midwest,9047250,8/13/2013,4.049999976,101568,,1986
a0I2A00000XQGX7UAP,,,a0I2A00000XQGX7UAP,City-1202,Class A,County-0389,N,FALSE,Market-0142,27,,,,,,Multi-Housing,Southwest,,,17.6,288226,328,2013
a0I2A00000XQGX8UAP,Existing,2011 Tax @ $1.55/sf,a0I2A00000XQGX8UAP,City-1532,Class B,County-0471,N,TRUE,Market-0171,1,3,139,81,166.17,,Office,Southeast,7025000,3/13/2015,1.96,42277,,1986
a0I2A00000XQGXBUA5,,,a0I2A00000XQGXBUA5,City-1844,,County-0597,N,TRUE,Market-0206,1,,,,1276.92,,Medical Office Building,West,5100000,11/10/2015,,3994,,
a0I2A00000XQGXGUA5,,,a0I2A00000XQGXGUA5,City-1195,Class A,County-0385,N,TRUE,Market-0140,1,6,,95,468.33,441823.9,Multi-Housing,West,70250000,2/29/2016,1.37,150000,159,2008
a0I2A00000XQGXHUA5,,,a0I2A00000XQGXHUA5,City-2281,,County-0690,N,FALSE,Market-0198,,1,,100,137.42,,Retail,Mid-Atlantic,32000000,3/23/2010,58.06499047,232856,,2006
a0I2A00000XQGXJUA5,,,a0I2A00000XQGXJUA5,City-1808,Class B,County-0053,N,FALSE,Market-0204,,,,75,,,Industrial,Southwest,,,12.722,199060,,1979
a0I2A00000XQGXKUA5,Under Construction,2014 Tax @ $53.03/Unit,a0I2A00000XQGXKUA5,City-0526,Class A,County-0186,N,FALSE,Market-0065,1,13,395,,27.08,21126.76,Multi-Housing,West,7500000,8/10/2016,1.15,276981,355,2017
a0I2A00000XQGXLUA5,,,a0I2A00000XQGXLUA5,City-2024,Class A,County-0469,N,TRUE,Market-0230,1,19,,86,82.81,25250000,Office,Northeast,25250000,5/4/2017,0.48,304906,1,1970
a0I2A00000XQGXMUA5,Existing,2016 Tax @ $11.42/sf; 2001 Ops @ $2.62/sf,a0I2A00000XQGXMUA5,City-1415,Class A,County-0452,N,FALSE,Market-0165,,4,,100,,,Office,Northeast,,,0,0,0,2017
a0I2A00000XQGXNUA5,,,a0I2A00000XQGXNUA5,City-0252,Class A,County-0344,N,TRUE,Market-0165,1,2,,100,901.64,,Multi-Housing,Northeast,7600000,1/23/2015,,12200,,1908
a0I2A00000XQGXOUA5,,,a0I2A00000XQGXOUA5,City-0376,Class A,County-0160,N,FALSE,Market-0047,,,,84,95.88,271356.78,Medical Office Building,Midwest,54000000,6/1/2007,8.2,563204,199,2015
a0I2A00000XQGXPUA5,,,a0I2A00000XQGXPUA5,City-0408,,County-0468,Y,TRUE,Market-0241,1,,,,,317647.06,Hotel-Lodging,Northeast,,,,,85,
a0I2A00000XQGXQUA5,Proposed,2008 Tax @ $1.91/sf,a0I2A00000XQGXQUA5,City-1616,Class A,County-0420,N,FALSE,Market-0165,1,1,320,0,,,Industrial,Northeast,,,63.9,451800,,2016
a0I2A00000XQGXRUA5,,,a0I2A00000XQGXRUA5,City-0167,,County-0005,N,FALSE,Market-0206,,,,,,,Hotel-Lodging,West,,,,13128,18,
a0I2A00000XQGXVUA5,,,a0I2A00000XQGXVUA5,City-1869,Class B,County-0343,N,FALSE,Market-0214,1,6,,100,,,Office,West,,,0.34,72664,,1900
a0I2A00000XQGXWUA5,,,a0I2A00000XQGXWUA5,City-1290,Class B,County-0419,N,FALSE,Market-0151,,,,38,,,Office,Southeast,,,6.39,209075,,1982
a0I2A00000XQGXXUA5,Existing,"2009 Tax @ $3.63/sf, 2012 Est Tax @ $3.63/sf; 2016 Ops @ $11.09/sf, 2012 Est Ops @ $7.63/sf",a0I2A00000XQGXXUA5,City-1771,Class A,County-0689,N,FALSE,Market-0016,1,2,175,96,201.09,,Office,Southwest,10250000,4/28/2017,1.3348,58613,,1998
a0I2A00000XQGXfUAP,,,a0I2A00000XQGXfUAP,City-1663,,County-0436,N,FALSE,Market-0183,,,,,,,Land,West,825000,6/30/2016,0.1,,,
a0I2A00000XQGXkUAP,Existing,2016 Tax @ $1459.35/Unit,a0I2A00000XQGXkUAP,City-0081,Class A,County-0147,N,FALSE,Market-0013,17,3,683,96,151.75,157085.25,Multi-Housing,Southeast,68175000,6/23/2016,24.155,449268,434,1998
a0I2A00000XQGXlUAP,,,a0I2A00000XQGXlUAP,City-1319,,County-0603,N,FALSE,Market-0221,1,2,,100,,,Medical Office Building,Midwest,,,4.8,47798,,2003
a0I2A00000XQGXmUAP,Existing,2016 Tax @ $1.39/sf,a0I2A00000XQGXmUAP,City-0223,,County-0301,N,TRUE,Market-0232,,,,100,237.62,,Retail,Southeast,7500613,7/28/2016,1.37,31566,,2003
a0I2A00000XQGXnUAP,,,a0I2A00000XQGXnUAP,City-1532,,County-0471,N,TRUE,Market-0171,,,,95,,,Retail,Southeast,,,,34518,,1999
a0I2A00000XQGXoUAP,Existing,2015 Tax @ $1.26/sf,a0I2A00000XQGXoUAP,City-2185,Class B,County-0358,N,TRUE,Market-0047,,1,165,100,257.18,,Industrial,Midwest,53700000,6/28/2016,9.3435,208800,,1974
a0I2A00000XQGXpUAP,Existing,2015 Combined Est Tax/Ops @ $1.50/sf,a0I2A00000XQGXpUAP,City-0970,Class A,County-0172,N,TRUE,Market-0059,,1,190,100,453.54,,Industrial,Southwest,61525000,10/4/2016,,135656,,2016
a0I2A00000XQGXqUAP,Existing,"2016 Tax @ $0.94/sf, 2010 Est Tax @ $0.84/sf; 2016 Ops @ $4.31/sf, 2010 Est Ops @ $7.16/sf",a0I2A00000XQGXqUAP,City-0367,,County-0098,Y,FALSE,Market-0177,,2,295,92,256.69,,Retail,Northeast,9000000,1/26/2006,7,47138,,1997
a0I2A00000XQGXrUAP,Existing,2016 Tax @ $3.53/sf; 2007 Combined Est Tax/Ops @ $7.75/sf,a0I2A00000XQGXrUAP,City-0917,,County-0310,N,FALSE,Market-0165,,2,,100,,,Retail,Northeast,,,0.4362,41567,,1930
a0I2A00000XQGXsUAP,Under Construction,2016 Tax @ $35.76/Unit,a0I2A00000XQGXsUAP,City-2132,Class A,County-0139,N,FALSE,Market-0183,12,2,,,,,Multi-Housing,West,,,7.2735,127621,135,2017
a0I2A00000XQGXtUAP,Existing,"2015 Tax @ $1.30/sf, 2012 Est Tax @ $1.29/sf; 2016 Ops @ $2.32/sf, 2012 Est Ops @ $1.37/sf",a0I2A00000XQGXtUAP,City-0088,Class A,County-0002,N,TRUE,Market-0065,1,1,200,100,41.98,4500500,Industrial,West,4500500,7/1/2003,7.0485,107200,1,1997
a0I2A00000XQGXuUAP,,,a0I2A00000XQGXuUAP,City-2029,Class B,County-0301,N,FALSE,Market-0232,,,,91,88.53,94310,Multi-Housing,Southeast,3300850,11/1/2016,,37285,35,1952
a0I2A00000XQGXvUAP,Existing,"2012 Tax @ $5.25/sf; 2000 Ops @ $9.91/sf, 2012 Est Ops @ $15.69/sf",a0I2A00000XQGXvUAP,City-1415,Class A,County-0452,Y,FALSE,Market-0165,1,1,,95,766.03,,Office,Northeast,,,0.17,130543,,1927
a0I2A00000XQGXwUAP,Existing,"2015 Tax @ $4.49/sf, 2013 Est Tax @ $4.29/sf; 2015 Ops @ $9.28/sf, 2013 Est Ops @ $8.71/sf",a0I2A00000XQGXwUAP,City-0376,Class A,County-0160,Y,FALSE,Market-0047,1,2,294,87,0,,Office,Midwest,167000000,1/8/2007,0.92,875480,,1979
a0I2A00000XQGXxUAP,Existing,2016 Tax @ $1.67/sf,a0I2A00000XQGXxUAP,City-1860,Class A,County-0400,N,FALSE,Market-0178,,2,,59,193.51,,Office,Southwest,122000000,6/22/2016,37.45,630447,,2001
a0I2A00000XQGXzUAP,Existing,2013 Tax @ $3.11/sf,a0I2A00000XQGXzUAP,City-1860,Class A,County-0400,N,FALSE,Market-0178,1,4,84,28,167.01,,Office,Southwest,29300000,8/22/2013,11.04,175441,,1999
a0I2A00000XQGY4UAP,Existing,2016 Tax @ $912.15/Unit,a0I2A00000XQGY4UAP,City-1262,Class B,County-0154,N,FALSE,Market-0059,24,2,300,96,89.86,78461.54,Multi-Housing,Southwest,20400000,8/26/2016,13.32,227012,260,1997
a0I2A00000XQGY5UAP,Existing,2016 Tax @ $8.10/sf; 2017 Combined Est Tax/Ops @ $15.46/sf,a0I2A00000XQGY5UAP,City-0488,Class A,County-0172,N,FALSE,Market-0059,1,1,,98,517.32,,Office,Southwest,190900000,9/28/2016,2.14,369017,,2010
a0I2A00000XQGY6UAP,,,a0I2A00000XQGY6UAP,City-0941,,County-0284,N,FALSE,Market-0106,,,,100,,,Retail,Southwest,,,1.28,6145,,2008
a0I2A00000XQGY9UAP,Existing,2016 Tax @ $855.62/Unit,a0I2A00000XQGY9UAP,City-1098,Class B,County-0360,N,TRUE,Market-0128,2,3,,96,418.59,427058.82,Multi-Housing,Mid-Atlantic,7650000,7/13/2017,12.2,86720,85,1964
a0I2A00000XQGYFUA5,,,a0I2A00000XQGYFUA5,City-0304,Class B,County-0394,N,FALSE,Market-0111,,2,,99,,,Multi-Housing,Southeast,,,,510128,588,2005
a0I2A00000XQGYHUA5,Existing,2017 Tax @ $1263.05/Unit; 2007 Combined Est Tax/Ops @ $3119.00/Unit,a0I2A00000XQGYHUA5,City-1096,Class B,County-0492,Y,FALSE,Market-0214,23,3,444,95,171.22,160861.42,Multi-Housing,West,35200000,2/8/2017,11.8,250844,267,1996
a0I2A00000XQGYJUA5,,,a0I2A00000XQGYJUA5,City-1305,,County-0213,N,FALSE,Market-0158,,,,86,132.15,,Retail,Southeast,4300000,9/16/2016,,32540,,2007
a0I2A00000XQGYKUA5,,,a0I2A00000XQGYKUA5,City-0589,,County-0613,N,TRUE,Market-0165,,,,100,2320.51,,Medical Office Building,Northeast,81450000,4/7/2017,,35100,,
a0I2A00000XQGYOUA5,Existing,2014 Tax @ $0.41/sf,a0I2A00000XQGYOUA5,City-1140,Class A,County-0185,N,TRUE,Market-0059,1,2,550,100,213.84,,Office,Southwest,17313430.82,8/31/2016,8.23,80964,,2015
a0I2A00000XQGYPUA5,,,a0I2A00000XQGYPUA5,City-0589,,County-0613,N,TRUE,Market-0165,,,,100,4004.82,,Medical Office Building,Northeast,81450000,4/7/2017,,20338,,
a0I2A00000XQGYTUA5,Existing,"2016 Tax @ $8.65/sf, 2012 Est Tax @ $6.93/sf; 2015 Ops @ $11.86/sf, 2005 Est Ops @ $12.86/sf",a0I2A00000XQGYTUA5,City-1554,Class A,County-0478,N,TRUE,Market-0248,,3,199,75,613.79,,Office,Southeast,30700000,10/31/2017,0.7891,50017,,1974
a0I2A00000XQGYYUA5,Existing,2015 Tax @ $968.03/Unit; 2007 Ops @ $4333.37/Unit,a0I2A00000XQGYYUA5,City-0261,Class B,County-0069,N,FALSE,Market-0034,12,2,,95,64.03,53693.18,Multi-Housing,Southwest,9450000,5/1/2007,8.4216,147584,176,1982
a0I2A00000XQGYZUA5,,,a0I2A00000XQGYZUA5,City-1039,,County-0347,Y,FALSE,Market-0147,,,,0,9.26,,Retail,West,,,,53980,,2000
a0I2A00000XQGYaUAP,Existing,2016 Tax @ $0.39/sf,a0I2A00000XQGYaUAP,City-1352,Class A,County-0657,N,FALSE,Market-0188,1,1,79,100,,,Industrial,Mid-Atlantic,0,7/20/2016,54,108000,,1994
a0I2A00000XQGYbUAP,,,a0I2A00000XQGYbUAP,City-1415,Class B,County-0452,N,FALSE,Market-0165,,,,100,,,Office,Northeast,,,,226210,,1912
a0I2A00000XQGYcUAP,Existing,2012 Tax @ $0.18/sf,a0I2A00000XQGYcUAP,City-0615,Class A,County-0646,N,TRUE,Market-0165,,1,216,100,,,Industrial,Northeast,,,30.4,279208,1,2014
a0I2A00000XQGYdUAP,Existing,2013 Tax @ $1.52/sf,a0I2A00000XQGYdUAP,City-0960,Class A,County-0273,N,TRUE,Market-0109,,1,640,100,,,Industrial,Midwest,,,16.33,160368,1,1999
a0I2A00000XQGYeUAP,Existing,2016 Tax @ $5.45/sf,a0I2A00000XQGYeUAP,City-1013,,County-0233,N,TRUE,Market-0106,1,1,,100,444.98,,Medical Office Building,Southwest,13349360,2/1/2016,7.3883,30000,,2016
a0I2A00000XQGYjUAP,,,a0I2A00000XQGYjUAP,City-0184,Class A,County-0326,N,FALSE,Market-0027,1,1,,65,103.33,,Office,Southeast,31000000,8/31/2016,0.084,300000,,1982
a0I2A00000XQGYkUAP,Existing,2016 Tax @ $2.19/sf,a0I2A00000XQGYkUAP,City-2100,Class B,County-0471,N,FALSE,Market-0140,3,2,100,12,154.12,,Office,West,32500000,10/7/2016,14.2,210875,,1978
a0I2A00000XQGYnUAP,Existing,"2016 Tax @ $2.51/sf, 2012 Est Tax @ $2.21/sf; 2012 Est Ops @ $3.84/sf",a0I2A00000XQGYnUAP,City-1627,Class B,County-0154,N,FALSE,Market-0059,2,3,,95,164.27,,Office,Southwest,50745000,12/15/2017,20.01,308909,,1998
a0I2A00000XQGYoUAP,,,a0I2A00000XQGYoUAP,City-0752,,County-0004,N,FALSE,Market-0090,1,4,,79,153,121428.57,Hotel-Lodging,Southeast,15300000,1/31/2017,2.94,100000,126,2007
a0I2A00000XQGYpUAP,,,a0I2A00000XQGYpUAP,City-1415,Class A,County-0452,N,TRUE,Market-0165,1,1,,,798.81,1055555.56,Multi-Housing,Northeast,57000000,6/20/2017,0.310950411,71356,54,1986
a0I2A00000XQGYqUAP,Existing,2016 Tax @ $2472.64/Unit; 2013 Combined Est Tax/Ops @ $6374.36/Unit,a0I2A00000XQGYqUAP,City-0128,Class A,County-0284,N,FALSE,Market-0106,13,3,360,97,114.39,96507.35,Multi-Housing,Southwest,26250000,5/10/2017,13,229484,272,1999
a0I2A00000XQGYsUAP,Existing,2016 Tax @ $2.32/sf,a0I2A00000XQGYsUAP,City-0275,Class A,County-0420,N,TRUE,Market-0032,,2,70,100,144.18,,Office,Northeast,5781000,2/12/2003,2.066,40097,,1980
a0I2A00000XQGYtUAP,,,a0I2A00000XQGYtUAP,City-0090,Class A,County-0636,N,TRUE,Market-0016,8,3,,88,138.41,137719.3,Multi-Housing,Southwest,31400000,6/17/2016,40.11,226856,228,2015
a0I2A00000XQGYuUAP,Existing,2011 Tax @ $2.52/sf,a0I2A00000XQGYuUAP,City-1195,Class A,County-0385,N,FALSE,Market-0140,,1,66,,,,Multi-Housing,West,0,6/1/2007,2.3565,200,200,2018
a0I2A00000XQGYvUAP,,,a0I2A00000XQGYvUAP,City-0060,Class B,County-0159,N,FALSE,Market-0206,,,,99,,,,West,,,15.7,683892,106,1986
a0I2A00000XQGYwUAP,Existing,2012 Tax @ $38.48/sf,a0I2A00000XQGYwUAP,City-1860,Class B,County-0400,N,FALSE,Market-0178,11,2,20,86,170.38,,Retail,Southwest,26450000,5/16/2017,0,157000,0,1985
a0I2A00000XQGYxUAP,Existing,"2016 Tax @ $1.92/sf, 2012 Est Tax @ $1.64/sf; 2011 Ops @ $1.68/sf, 2012 Est Ops @ $1.68/sf",a0I2A00000XQGYxUAP,City-0136,Class A,County-0667,N,FALSE,Market-0183,2,1,70,100,138.26,,Office,West,9500000,8/29/2016,2.1581,68713,,1997
a0I2A00000XQGZ7UAP,,,a0I2A00000XQGZ7UAP,City-0752,,County-0004,N,FALSE,Market-0090,,,,95,,,Multi-Housing,Southeast,,,1.72,173695,169,2015
a0I2A00000XQGZ8UAP,Existing,2016 Tax @ $0.38/sf,a0I2A00000XQGZ8UAP,City-1040,Class A,County-0657,N,FALSE,Market-0188,1,1,,,,,Industrial,Mid-Atlantic,0,5/23/2016,7.4,120000,,2016
a0I2A00000XQGZ9UAP,,,a0I2A00000XQGZ9UAP,City-0889,,County-0139,N,FALSE,Market-0132,3,1,,100,31.74,,Retail,West,5215274.79,12/30/2016,3.55,164311,,1995
a0I2A00000XQGZAUA5,,,a0I2A00000XQGZAUA5,City-0488,,County-0172,N,FALSE,Market-0059,,,,,,,Land,Southwest,7200000,2/1/2017,2.67,,,
a0I2A00000XQGZBUA5,,,a0I2A00000XQGZBUA5,City-0184,Class A,County-0326,N,FALSE,Market-0027,1,9,,100,294.27,,Office,Southeast,49875000,8/29/2016,5.08,169489,,2007
a0I2A00000XQGZCUA5,Existing,2011 Tax @ $2.22/sf; 2013 Ops @ $1.59/sf,a0I2A00000XQGZCUA5,City-0155,Class B,County-0510,N,FALSE,Market-0245,3,1,250,91,88.65,,Industrial,Mid-Atlantic,22000000,11/14/2016,10.01,248158,,1979
a0I2A00000XQGZDUA5,,,a0I2A00000XQGZDUA5,City-2109,,County-0444,N,TRUE,Market-0165,1,1,,87,278.69,,Office,Northeast,184000000,1/26/2007,22.26,660223,,1990
a0I2A00000XQGZFUA5,Existing,"2017 Tax @ $12.38/sf; 2001 Ops @ $19.91/sf, 2017 Est Ops @ $25.18/sf",a0I2A00000XQGZFUA5,City-1415,Class A,County-0452,N,FALSE,Market-0165,1,4,25,100,627.67,,Office,Northeast,1040000000,1/24/2017,1.2415,1656927,,1989
a0I2A00000XQGZGUA5,,,a0I2A00000XQGZGUA5,City-0960,,County-0403,N,FALSE,Market-0109,,,,,,,Other,Midwest,,,,503,,
a0I2A00000XQGZHUA5,Existing,,a0I2A00000XQGZHUA5,City-1235,Class A,County-0385,N,FALSE,Market-0140,34,2,136,,,,Multi-Housing,West,,,9.37,656170,526,2016
a0I2A00000XQGZMUA5,Existing,"2016 Tax @ $1.70/sf, 2012 Est Tax @ $1.98/sf; 2012 Ops @ $9.72/sf, 2009 Est Ops @ $13.00/sf",a0I2A00000XQGZMUA5,City-0546,Class A,County-0419,N,FALSE,Market-0151,1,1,,86,476.51,,Office,Southeast,7100000,1/18/2017,1.09,14900,,2016
a0I2A00000XQGZRUA5,,,a0I2A00000XQGZRUA5,City-0275,Class A,County-0420,N,FALSE,Market-0032,1,5,,90,,,Multi-Housing,Northeast,,,,175323,180,2016
